date,location,temperature_c,humidity_pct,rainfall_mm,co2_ppm,aqi,energy_kwh,water_liters,renewable_pct,extreme_weather_index,risk_level
2020-09-14,Hyderabad,24.84,61.69,7.8,414.83,75.8,374.65,2520.49,17.53,4.22,Low
2020-09-15,Chennai,26.36,73.82,4.17,393.86,56.8,376.19,3024.16,22.47,9.04,Low
2020-09-16,Chennai,24.45,72.57,0.29,408.75,84.4,440.01,2822.9,20.31,5.79,Low
2020-09-17,Hyderabad,22.0,75.36,8.03,409.93,60.1,379.74,2868.22,11.31,8.61,Low
2020-09-18,Chennai,23.68,74.22,4.02,418.6,76.5,355.93,3056.09,22.26,16.33,Low
2020-09-19,Chennai,19.6,76.41,5.11,404.88,70.2,280.08,3103.27,17.35,22.93,Low
2020-09-20,Chennai,24.44,72.18,2.27,412.39,96.4,383.49,2843.85,22.42,17.65,Low
2020-09-21,Delhi,22.98,75.34,1.85,400.87,50.4,332.9,3020.04,20.77,6.14,Low
2020-09-22,Hyderabad,23.12,82.71,2.13,399.95,56.7,254.84,3033.15,22.42,7.85,Low
2020-09-23,Delhi,25.86,70.24,0.88,418.43,74.5,457.16,2740.67,18.57,7.75,Low
2020-09-24,Hyderabad,24.73,74.43,5.0,401.58,85.8,354.4,2883.64,19.61,3.34,Low
2020-09-25,Bengaluru,25.96,58.35,3.48,412.66,54.3,419.24,2840.17,22.01,10.74,Low
2020-09-26,Chennai,24.99,71.95,0.74,404.2,41.5,385.65,2930.95,21.67,15.44,Low
2020-09-27,Mumbai,24.57,74.37,11.77,408.47,64.5,401.48,2963.67,13.05,7.96,Low
2020-09-28,Delhi,27.18,64.88,4.73,408.34,61.7,421.89,3122.06,22.1,10.08,Low
2020-09-29,Chennai,20.2,59.86,1.5,422.55,71.1,300.06,2775.52,21.8,11.42,Low
2020-09-30,Delhi,23.09,64.13,3.7,409.95,66.4,331.48,3004.77,21.34,8.23,Low
2020-10-01,Chennai,22.02,78.57,9.86,415.69,63.3,314.75,2937.54,18.08,10.16,Low
2020-10-02,Delhi,22.2,64.47,5.92,414.37,79.0,384.21,2953.76,27.89,2.88,Low
2020-10-03,Hyderabad,23.32,59.92,3.24,412.04,33.8,358.64,2699.16,19.15,0.89,Low
2020-10-04,Bengaluru,23.03,62.48,0.39,412.09,41.5,386.46,2833.81,28.52,13.87,Low
2020-10-05,Delhi,23.06,65.86,6.04,402.29,60.3,373.65,2828.71,10.12,4.93,Low
2020-10-06,Mumbai,20.65,75.18,1.03,412.45,45.3,284.13,2870.57,19.87,7.36,Low
2020-10-07,Hyderabad,23.89,77.34,0.38,400.5,45.1,375.94,2954.93,5.24,8.9,Low
2020-10-08,Mumbai,23.87,77.35,0.96,411.16,48.6,414.51,3053.55,19.03,12.78,Low
2020-10-09,Chennai,19.72,73.65,1.41,401.79,73.0,318.41,3001.91,25.14,7.9,Low
2020-10-10,Bengaluru,21.68,70.51,3.73,407.96,88.8,349.59,2908.04,27.89,21.54,Low
2020-10-11,Bengaluru,22.84,62.06,0.79,417.65,59.9,369.9,2634.64,23.01,7.63,Low
2020-10-12,Mumbai,20.48,70.09,2.33,412.51,63.2,374.02,2637.92,14.34,4.99,Low
2020-10-13,Delhi,20.51,69.46,16.94,415.71,59.7,333.3,2599.48,27.39,11.1,Low
2020-10-14,Delhi,24.41,76.78,3.32,413.93,76.5,396.46,3095.75,11.98,8.36,Low
2020-10-15,Mumbai,22.93,66.01,1.97,404.52,82.2,380.1,3033.32,24.42,8.71,Low
2020-10-16,Hyderabad,24.18,64.54,7.56,408.06,60.4,276.04,3094.16,22.78,15.63,Low
2020-10-17,Delhi,23.27,73.1,9.68,411.73,69.7,378.31,2793.18,23.48,17.06,Low
2020-10-18,Bengaluru,21.97,77.1,3.89,420.73,48.0,346.6,2885.03,21.64,8.12,Low
2020-10-19,Hyderabad,23.42,64.69,1.52,413.03,93.7,403.02,2699.94,35.33,20.28,Low
2020-10-20,Bengaluru,23.76,84.82,4.25,410.99,62.9,362.77,3059.53,29.43,15.99,Low
2020-10-21,Mumbai,19.25,65.37,2.65,419.07,56.3,344.06,2985.99,18.49,9.45,Low
2020-10-22,Mumbai,23.05,73.68,2.75,427.83,76.9,349.3,3193.62,26.27,7.08,Low
2020-10-23,Chennai,20.95,70.45,6.38,409.95,38.0,347.21,2643.2,24.51,11.64,Low
2020-10-24,Mumbai,25.53,59.09,5.41,419.51,53.0,351.9,2843.69,21.39,0.85,Low
2020-10-25,Delhi,22.92,78.56,1.54,420.08,60.5,337.83,2664.49,23.15,11.71,Low
2020-10-26,Bengaluru,25.01,68.01,4.29,411.48,28.8,324.95,2410.9,23.48,13.38,Low
2020-10-27,Mumbai,25.15,76.71,12.66,412.52,56.6,346.35,3239.28,20.94,10.14,Low
2020-10-28,Bengaluru,25.64,61.23,0.56,415.36,64.1,410.25,2705.49,16.37,11.94,Low
2020-10-29,Mumbai,23.73,66.43,2.04,416.42,84.0,351.19,3029.46,34.75,0.32,Low
2020-10-30,Hyderabad,23.67,70.53,2.58,411.26,40.0,316.77,3289.99,20.8,17.23,Low
2020-10-31,Mumbai,24.21,72.56,2.53,411.81,69.3,378.84,2861.78,22.38,12.02,Low
2020-11-01,Bengaluru,21.13,72.63,3.62,418.39,49.3,331.74,2826.82,30.17,8.6,Low
2020-11-02,Hyderabad,22.56,64.39,3.91,429.39,67.8,349.01,2873.65,24.23,4.31,Low
2020-11-03,Mumbai,22.56,77.15,2.75,417.88,76.1,436.54,2577.5,34.31,11.19,Low
2020-11-04,Bengaluru,24.94,62.69,1.48,417.58,91.1,398.89,3071.19,32.47,0.0,Low
2020-11-05,Chennai,24.4,66.31,0.58,407.58,55.2,299.27,2924.55,25.73,10.72,Low
2020-11-06,Chennai,25.17,64.4,8.35,411.87,93.2,390.29,3022.09,29.9,14.3,Low
2020-11-07,Chennai,24.44,75.07,1.89,408.9,57.2,411.16,2895.91,29.76,14.92,Low
2020-11-08,Delhi,24.31,82.68,6.01,419.17,77.8,360.19,3396.43,23.9,20.15,Low
2020-11-09,Mumbai,24.79,73.42,6.63,415.33,51.8,410.93,2834.23,24.85,14.35,Low
2020-11-10,Delhi,20.65,70.12,1.72,413.39,55.9,347.17,2682.45,23.99,0.0,Low
2020-11-11,Delhi,24.51,72.64,3.94,416.98,47.3,416.3,2738.31,33.77,1.62,Low
2020-11-12,Hyderabad,22.78,72.45,1.4,419.23,68.1,337.92,3018.06,23.14,3.73,Low
2020-11-13,Bengaluru,22.2,66.85,1.74,410.64,58.8,343.31,3028.46,30.64,7.11,Low
2020-11-14,Hyderabad,24.46,74.12,7.63,411.19,97.9,416.13,3237.53,27.4,10.67,Low
2020-11-15,Delhi,26.45,62.03,9.48,414.94,81.4,362.43,3239.24,35.78,16.13,Low
2020-11-16,Delhi,25.88,73.48,7.36,419.25,49.8,354.68,2875.78,27.35,9.49,Low
2020-11-17,Hyderabad,23.81,56.6,8.34,402.38,49.0,307.65,2912.17,28.58,3.3,Low
2020-11-18,Hyderabad,24.92,73.58,16.46,417.26,78.7,388.52,3016.96,37.36,0.0,Low
2020-11-19,Mumbai,24.75,68.91,3.46,422.94,62.5,377.16,3072.37,30.53,19.2,Low
2020-11-20,Hyderabad,25.67,66.8,13.37,409.94,74.3,426.56,2972.47,26.47,3.95,Low
2020-11-21,Mumbai,25.67,64.98,0.46,416.48,77.7,340.95,2873.28,26.28,10.35,Low
2020-11-22,Chennai,25.74,69.25,5.02,419.43,99.2,425.9,2713.5,28.6,7.43,Low
2020-11-23,Delhi,26.89,67.22,3.77,424.63,85.4,417.28,2616.93,27.76,8.01,Low
2020-11-24,Mumbai,24.5,73.41,3.8,408.72,60.5,346.4,2960.48,37.48,6.63,Low
2020-11-25,Chennai,26.51,68.33,3.64,422.78,73.7,395.17,3132.59,28.56,10.03,Low
2020-11-26,Bengaluru,25.25,72.99,12.93,414.06,72.0,454.93,3139.75,28.72,6.54,Low
2020-11-27,Bengaluru,25.84,75.01,1.77,418.62,90.1,434.9,3281.39,24.05,7.51,Low
2020-11-28,Bengaluru,23.56,74.97,13.53,419.41,55.4,414.29,2975.97,24.2,5.47,Low
2020-11-29,Delhi,26.59,59.34,19.52,407.7,85.0,385.8,2776.21,27.81,13.82,Low
2020-11-30,Hyderabad,26.26,68.45,3.41,425.21,93.4,463.96,2737.49,22.67,7.0,Low
2020-12-01,Chennai,24.08,76.19,3.44,424.54,90.4,440.72,2895.81,23.64,11.08,Low
2020-12-02,Hyderabad,23.49,68.18,2.28,429.98,72.0,404.0,3019.55,31.94,14.37,Low
2020-12-03,Hyderabad,20.93,72.9,1.2,427.17,75.4,308.06,2673.89,33.06,8.59,Low
2020-12-04,Delhi,24.29,69.44,8.97,418.16,92.3,346.04,2731.51,34.24,14.41,Low
2020-12-05,Hyderabad,24.3,73.54,6.61,414.35,76.4,371.48,2743.17,22.95,14.74,Low
2020-12-06,Hyderabad,23.84,67.61,4.16,418.63,96.9,389.38,2639.3,25.27,15.97,Low
2020-12-07,Bengaluru,29.4,70.56,3.17,410.26,36.5,497.41,3166.9,30.45,7.82,Low
2020-12-08,Chennai,22.4,77.15,10.17,422.3,58.5,317.35,2963.59,37.21,5.69,Low
2020-12-09,Chennai,23.82,60.57,4.2,417.29,81.3,357.2,2785.85,32.46,12.21,Low
2020-12-10,Hyderabad,24.44,73.48,7.74,423.15,65.4,340.54,2949.91,25.96,10.3,Low
2020-12-11,Mumbai,27.7,70.14,7.73,416.96,55.0,384.63,2869.57,36.15,13.78,Low
2020-12-12,Mumbai,23.97,69.13,1.85,407.79,58.1,368.45,2595.62,29.57,12.08,Low
2020-12-13,Hyderabad,26.82,79.57,1.77,413.52,62.7,424.5,3041.33,33.88,13.21,Low
2020-12-14,Mumbai,26.86,66.9,8.17,416.26,72.9,375.04,2906.67,26.92,14.0,Low
2020-12-15,Bengaluru,28.25,72.06,2.2,421.03,87.0,458.2,3040.31,27.26,5.69,Low
2020-12-16,Chennai,27.12,69.84,6.4,419.11,73.2,464.5,3146.92,27.8,2.32,Low
2020-12-17,Mumbai,26.99,61.61,6.84,429.36,101.0,393.54,3405.06,28.42,9.62,Low
2020-12-18,Delhi,28.66,59.0,11.9,409.38,61.6,445.33,2937.64,29.65,18.43,Low
2020-12-19,Mumbai,24.97,76.3,11.47,426.07,89.2,401.51,2853.99,37.31,8.6,Low
2020-12-20,Mumbai,27.93,79.35,4.1,407.26,62.6,387.71,2937.84,32.13,19.3,Low
2020-12-21,Chennai,24.54,66.1,7.13,424.38,50.6,394.65,2918.75,28.91,14.32,Low
2020-12-22,Delhi,24.43,66.3,4.63,420.39,98.1,380.09,3066.53,38.79,10.03,Low
2020-12-23,Chennai,28.92,67.11,2.56,422.31,75.8,456.39,3122.99,33.45,8.05,Low
2020-12-24,Bengaluru,26.46,88.14,1.37,428.85,34.5,332.55,3095.95,20.78,14.67,Low
2020-12-25,Chennai,29.29,61.16,7.54,420.55,82.3,425.96,2799.04,22.79,11.76,Low
2020-12-26,Hyderabad,25.44,64.47,3.3,424.31,74.1,380.55,2817.01,32.59,6.66,Low
2020-12-27,Chennai,26.73,71.99,0.44,422.76,52.5,410.37,2992.99,28.27,15.32,Low
2020-12-28,Delhi,26.66,57.34,2.06,412.89,110.0,378.96,2722.8,37.08,19.32,Low
2020-12-29,Bengaluru,25.94,75.86,5.69,424.46,83.0,422.26,3061.06,34.84,9.63,Low
2020-12-30,Bengaluru,28.14,63.2,4.61,422.56,63.3,337.65,3166.4,31.83,9.8,Low
2020-12-31,Bengaluru,29.12,63.46,6.31,423.87,63.8,434.08,3099.37,38.66,14.25,Low
2021-01-01,Mumbai,27.06,68.93,2.42,421.76,76.2,408.51,3101.73,31.14,7.81,Low
2021-01-02,Hyderabad,27.85,63.97,5.4,417.64,84.8,389.47,3261.74,28.63,12.07,Low
2021-01-03,Chennai,29.91,74.34,10.68,429.28,89.1,536.57,3117.21,34.79,11.98,Moderate
2021-01-04,Delhi,30.4,64.44,10.19,420.61,61.9,431.05,3233.61,32.34,18.72,Moderate
2021-01-05,Delhi,27.1,62.62,7.49,433.75,71.6,418.63,3065.67,30.89,16.12,Low
2021-01-06,Bengaluru,23.12,73.01,6.66,439.87,65.5,378.56,2955.71,27.98,3.8,Low
2021-01-07,Delhi,27.91,70.88,1.04,434.58,61.7,438.02,2993.07,38.93,22.55,Low
2021-01-08,Hyderabad,27.35,72.75,6.7,418.6,87.6,440.99,2760.89,33.68,17.89,Low
2021-01-09,Delhi,31.69,78.03,3.56,425.36,51.0,442.34,3166.46,33.18,20.19,Moderate
2021-01-10,Hyderabad,29.77,58.54,9.26,429.25,71.3,455.52,3315.47,32.3,7.21,Low
2021-01-11,Hyderabad,32.19,72.01,8.75,421.16,68.7,477.76,3429.92,26.48,29.43,Moderate
2021-01-12,Mumbai,30.18,64.11,19.53,437.47,96.0,503.27,2979.39,27.62,11.4,Moderate
2021-01-13,Bengaluru,27.58,65.58,11.85,430.41,76.7,425.14,3229.91,37.6,11.63,Low
2021-01-14,Delhi,30.21,69.52,13.24,424.82,88.7,442.57,2964.1,44.83,5.27,Moderate
2021-01-15,Mumbai,26.39,59.73,3.2,420.24,87.8,327.09,3264.28,27.88,10.03,Low
2021-01-16,Delhi,27.21,79.9,4.69,426.33,69.3,403.75,2980.51,40.37,13.96,Low
2021-01-17,Bengaluru,27.23,61.66,5.72,426.82,59.6,437.25,2850.71,33.52,0.0,Low
2021-01-18,Chennai,31.34,74.45,8.61,431.48,79.4,480.84,3292.23,32.47,16.87,Moderate
2021-01-19,Mumbai,25.14,76.79,6.3,432.71,54.7,412.24,3109.01,33.07,9.18,Low
2021-01-20,Bengaluru,27.26,67.55,9.46,424.5,79.3,485.06,2914.87,37.66,18.15,Low
2021-01-21,Bengaluru,29.39,69.53,2.49,416.98,93.2,509.19,3263.28,37.01,11.58,Moderate
2021-01-22,Hyderabad,32.14,70.44,9.7,416.28,65.4,444.89,3171.56,31.62,17.42,Moderate
2021-01-23,Bengaluru,29.14,74.49,7.28,427.65,87.9,393.09,2967.26,30.35,8.1,Low
2021-01-24,Mumbai,30.15,74.92,2.86,419.57,65.7,456.66,3051.25,37.39,16.61,Moderate
2021-01-25,Bengaluru,30.64,72.64,7.2,435.94,66.2,467.16,3148.65,31.71,15.09,Moderate
2021-01-26,Mumbai,28.33,74.37,7.03,427.54,80.9,419.1,2920.67,38.18,8.05,Low
2021-01-27,Bengaluru,31.86,63.04,12.51,429.66,56.4,419.1,3108.69,37.05,21.9,Moderate
2021-01-28,Bengaluru,29.16,64.76,14.7,426.14,59.1,469.94,2890.77,36.37,9.88,Low
2021-01-29,Chennai,33.37,71.43,2.25,438.45,67.6,526.66,3059.91,44.82,31.67,Moderate
2021-01-30,Bengaluru,30.92,60.25,7.81,418.58,53.5,360.36,3178.04,29.82,9.62,Low
2021-01-31,Hyderabad,29.88,58.78,0.8,427.58,64.7,431.55,2760.28,27.19,10.18,Low
2021-02-01,Hyderabad,28.47,73.85,4.22,432.92,87.0,434.56,2791.82,32.52,10.66,Low
2021-02-02,Hyderabad,27.54,79.91,5.69,441.25,102.5,433.82,3121.0,29.62,7.33,Low
2021-02-03,Hyderabad,32.52,78.58,13.27,418.28,64.4,479.96,3285.16,35.93,21.31,Moderate
2021-02-04,Chennai,30.79,72.44,1.91,433.28,98.2,432.6,3175.66,30.87,2.12,Moderate
2021-02-05,Bengaluru,28.91,67.97,10.39,437.97,67.9,397.01,3116.16,35.43,10.67,Low
2021-02-06,Chennai,28.18,67.13,1.66,429.46,98.4,403.43,3199.79,33.35,8.2,Low
2021-02-07,Chennai,31.99,64.03,3.17,439.99,89.1,496.64,3096.8,34.55,20.05,Moderate
2021-02-08,Delhi,30.35,71.65,2.5,440.12,100.0,560.13,3030.56,28.18,13.67,Moderate
2021-02-09,Bengaluru,27.41,72.91,11.36,436.72,82.6,361.5,3021.36,32.8,4.7,Low
2021-02-10,Delhi,28.61,70.68,8.79,426.05,95.0,354.08,2895.27,29.53,13.98,Low
2021-02-11,Delhi,31.3,65.91,4.81,430.24,58.0,480.65,2956.03,33.21,9.29,Moderate
2021-02-12,Mumbai,29.91,66.91,18.6,427.65,63.2,432.81,2878.88,34.35,6.29,Low
2021-02-13,Bengaluru,31.43,74.07,8.36,430.4,75.1,428.03,3164.45,38.34,14.28,Moderate
2021-02-14,Delhi,30.93,75.75,6.39,439.01,90.4,481.41,3177.25,30.03,9.7,Moderate
2021-02-15,Hyderabad,28.16,72.47,7.24,432.57,103.9,414.57,2996.8,38.28,7.71,Low
2021-02-16,Chennai,27.29,70.05,9.43,438.44,79.9,414.79,3104.93,29.22,8.19,Low
2021-02-17,Hyderabad,32.27,63.24,6.92,431.87,58.7,442.28,3134.44,32.13,24.81,Moderate
2021-02-18,Hyderabad,27.19,75.74,11.59,432.21,66.5,407.96,3143.63,32.91,4.3,Low
2021-02-19,Hyderabad,26.43,66.65,1.76,430.05,69.9,398.57,2907.75,22.78,5.01,Low
2021-02-20,Mumbai,31.38,67.4,13.83,435.11,79.6,450.85,2817.11,31.93,6.58,Moderate
2021-02-21,Mumbai,28.78,60.35,5.45,424.11,70.1,386.15,3213.97,31.46,16.44,Low
2021-02-22,Delhi,31.8,65.58,8.56,437.69,79.8,429.52,2906.04,38.58,17.2,Moderate
2021-02-23,Mumbai,30.3,75.79,5.15,440.33,51.7,453.1,2843.68,42.3,8.79,Moderate
2021-02-24,Hyderabad,28.98,65.17,0.87,420.64,77.0,452.54,3054.07,36.7,16.62,Low
2021-02-25,Mumbai,29.95,80.51,6.33,434.11,66.0,410.25,3215.67,34.49,16.32,Moderate
2021-02-26,Delhi,31.33,75.16,10.53,433.24,80.4,517.05,3272.42,36.39,25.38,Moderate
2021-02-27,Mumbai,27.96,68.26,6.35,430.77,73.3,411.19,3181.31,28.54,3.64,Low
2021-02-28,Delhi,30.3,64.72,17.06,435.31,69.9,479.3,3330.47,25.88,2.12,Moderate
2021-03-01,Hyderabad,32.57,63.65,12.42,417.31,68.5,532.99,3148.13,29.92,22.27,Moderate
2021-03-02,Hyderabad,28.76,69.09,3.81,434.45,75.0,386.56,2913.88,36.39,5.01,Low
2021-03-03,Bengaluru,35.63,50.68,0.53,429.78,85.9,512.94,3138.81,35.64,49.92,Moderate
2021-03-04,Chennai,31.83,63.15,13.89,436.74,66.1,447.47,3018.16,31.79,13.59,Moderate
2021-03-05,Chennai,30.53,61.03,15.39,433.69,96.0,443.82,3208.8,33.51,13.85,Moderate
2021-03-06,Chennai,31.32,72.29,2.91,424.41,43.9,450.86,3127.7,35.44,8.75,Moderate
2021-03-07,Bengaluru,29.85,64.13,0.39,429.78,81.0,447.72,2819.39,32.45,8.08,Moderate
2021-03-08,Hyderabad,27.82,68.37,17.07,416.45,80.7,441.66,2972.82,35.61,8.11,Low
2021-03-09,Hyderabad,30.57,64.37,14.91,428.78,78.7,521.8,3276.62,31.32,14.62,Moderate
2021-03-10,Mumbai,31.7,76.41,6.09,432.61,60.4,497.35,3323.31,50.4,23.4,Moderate
2021-03-11,Chennai,30.21,72.94,0.28,441.47,62.9,469.26,3072.82,37.88,13.76,Moderate
2021-03-12,Bengaluru,28.66,70.52,4.25,437.97,73.9,464.66,3306.94,31.53,10.14,Low
2021-03-13,Chennai,29.11,59.79,6.86,430.87,71.7,404.64,2626.42,30.64,14.35,Low
2021-03-14,Delhi,32.38,62.18,16.81,430.45,81.6,418.06,2953.12,21.34,23.13,Moderate
2021-03-15,Hyderabad,28.77,66.61,6.76,431.71,48.8,405.31,3110.39,22.04,11.06,Low
2021-03-16,Mumbai,32.05,71.51,23.18,427.35,68.8,471.54,3286.26,27.12,14.89,Moderate
2021-03-17,Hyderabad,32.63,72.28,8.33,431.69,70.5,465.46,3030.67,31.22,20.86,Moderate
2021-03-18,Mumbai,30.8,74.03,3.26,436.19,73.1,489.18,3406.4,25.87,10.51,Moderate
2021-03-19,Delhi,28.91,60.81,11.75,431.18,85.1,377.41,3015.9,31.92,6.36,Low
2021-03-20,Hyderabad,33.82,66.37,0.99,425.24,88.6,512.16,3268.01,34.26,37.38,Moderate
2021-03-21,Delhi,30.67,59.8,5.86,428.45,67.2,455.01,2823.53,25.86,14.79,Moderate
2021-03-22,Bengaluru,32.07,69.7,16.43,445.26,90.0,476.7,3265.15,21.15,22.77,Moderate
2021-03-23,Hyderabad,30.57,66.89,12.11,428.22,76.1,435.28,3188.5,17.46,19.95,Moderate
2021-03-24,Mumbai,29.25,70.43,29.26,437.7,79.7,409.8,3276.15,30.16,12.45,Moderate
2021-03-25,Delhi,31.73,76.5,17.54,435.24,63.8,551.41,3153.75,35.34,8.72,Moderate
2021-03-26,Hyderabad,33.47,65.89,5.16,432.0,81.8,476.71,3553.64,34.86,32.78,Moderate
2021-03-27,Delhi,33.3,64.23,6.64,428.2,52.8,463.13,3096.54,29.58,30.98,Moderate
2021-03-28,Delhi,31.92,57.89,8.92,435.72,93.8,523.99,3300.22,28.71,19.69,Moderate
2021-03-29,Hyderabad,31.0,80.21,0.1,421.1,76.0,419.06,3261.45,31.14,10.93,Moderate
2021-03-30,Chennai,31.11,65.21,1.94,425.37,101.5,429.59,2931.15,23.87,8.81,Moderate
2021-03-31,Hyderabad,28.67,77.64,11.39,430.07,57.9,420.52,3221.58,28.98,6.3,Low
2021-04-01,Delhi,30.34,60.6,11.04,431.7,61.1,488.43,3036.45,34.74,20.14,Moderate
2021-04-02,Chennai,29.04,63.29,0.92,428.5,65.3,439.76,3134.76,28.07,7.89,Low
2021-04-03,Delhi,28.3,67.5,1.49,433.46,61.5,426.28,2871.41,34.54,6.44,Low
2021-04-04,Delhi,31.26,67.97,16.68,433.53,86.2,473.8,3335.64,23.54,18.5,Moderate
2021-04-05,Hyderabad,30.97,76.14,5.11,448.96,48.6,486.72,3159.19,36.17,8.93,Moderate
2021-04-06,Bengaluru,31.85,71.43,4.17,418.85,88.4,491.76,3040.99,29.03,8.43,Moderate
2021-04-07,Bengaluru,30.65,72.62,9.05,433.31,74.0,400.86,2720.44,33.0,0.0,Moderate
2021-04-08,Bengaluru,31.4,70.78,7.06,438.26,103.4,468.84,2886.29,26.72,4.02,Moderate
2021-04-09,Bengaluru,28.46,66.99,10.18,432.59,74.5,471.09,3203.65,33.07,11.28,Low
2021-04-10,Hyderabad,33.24,71.7,14.08,427.09,86.7,502.04,3100.88,28.06,34.77,Moderate
2021-04-11,Mumbai,32.39,64.09,24.69,432.25,99.4,468.79,3329.37,31.05,20.21,Moderate
2021-04-12,Bengaluru,28.39,60.81,18.05,425.84,101.6,461.56,2740.24,29.25,17.47,Moderate
2021-04-13,Bengaluru,31.47,65.9,8.3,442.36,102.7,442.65,3249.07,24.54,11.65,Moderate
2021-04-14,Delhi,31.49,67.61,2.11,429.25,80.9,510.89,3351.95,27.39,17.82,Moderate
2021-04-15,Delhi,28.31,69.1,1.81,440.03,64.6,406.71,2850.9,33.74,8.36,Low
2021-04-16,Delhi,31.65,70.21,12.04,449.28,104.5,502.2,3090.13,31.53,18.11,Moderate
2021-04-17,Delhi,30.69,64.19,13.29,426.8,77.9,431.03,2733.29,22.61,7.41,Moderate
2021-04-18,Hyderabad,29.85,68.96,5.85,432.51,72.1,463.56,2938.06,30.16,2.3,Low
2021-04-19,Hyderabad,28.96,64.04,2.2,427.88,89.7,402.26,3252.17,24.62,6.33,Low
2021-04-20,Mumbai,30.94,70.1,4.92,433.28,85.5,507.31,3347.95,36.33,11.35,Moderate
2021-04-21,Delhi,28.83,65.88,10.27,429.61,76.9,525.71,3017.41,24.1,10.29,Moderate
2021-04-22,Hyderabad,34.17,66.7,11.3,431.17,87.5,507.57,3168.63,22.73,41.47,Moderate
2021-04-23,Chennai,32.46,67.84,6.52,436.37,89.4,455.45,3412.5,25.46,20.63,Moderate
2021-04-24,Bengaluru,32.01,62.96,6.53,433.19,57.6,425.76,3077.22,20.06,18.43,Moderate
2021-04-25,Delhi,33.04,70.81,2.86,434.55,68.9,478.44,3077.54,20.47,29.86,Moderate
2021-04-26,Delhi,31.69,66.38,6.11,432.61,99.3,443.57,3011.36,21.09,17.07,Moderate
2021-04-27,Chennai,29.68,61.19,4.3,430.6,99.5,493.89,2963.21,27.52,2.23,Moderate
2021-04-28,Mumbai,31.43,69.44,7.99,417.69,87.7,448.1,3270.28,27.13,15.17,Moderate
2021-04-29,Delhi,31.1,69.68,6.45,434.57,77.3,514.19,2880.96,18.9,10.47,Moderate
2021-04-30,Mumbai,29.09,82.52,4.85,432.98,83.2,441.22,3203.37,25.39,7.53,Low
2021-05-01,Mumbai,30.13,71.39,0.71,427.1,97.6,428.27,2877.74,19.02,11.39,Moderate
2021-05-02,Mumbai,29.65,73.6,0.95,431.29,64.3,427.77,3049.15,25.14,2.06,Low
2021-05-03,Chennai,28.16,66.22,3.64,431.36,64.7,443.69,3275.21,30.26,8.83,Low
2021-05-04,Chennai,30.3,72.88,0.37,438.54,73.0,469.67,3206.77,38.15,8.67,Moderate
2021-05-05,Chennai,30.69,51.88,10.29,430.12,69.2,401.82,3101.88,24.16,12.16,Moderate
2021-05-06,Mumbai,30.03,63.11,2.8,432.66,78.8,427.97,3156.29,23.56,18.2,Moderate
2021-05-07,Hyderabad,33.34,68.12,3.29,436.92,59.2,465.82,2884.06,26.45,27.89,Moderate
2021-05-08,Mumbai,26.6,64.28,14.5,428.81,105.5,481.57,3086.86,28.12,14.5,Low
2021-05-09,Bengaluru,27.7,72.9,0.55,432.33,71.8,388.81,3170.88,26.78,9.46,Low
2021-05-10,Delhi,31.05,69.7,10.14,435.96,107.4,415.04,3480.11,19.78,10.08,Moderate
2021-05-11,Delhi,30.68,70.12,2.34,422.03,77.2,439.19,3012.63,23.84,7.83,Moderate
2021-05-12,Mumbai,30.08,65.36,9.52,431.54,87.7,409.41,2887.13,21.29,18.51,Moderate
2021-05-13,Hyderabad,30.84,69.15,11.48,424.98,68.6,430.5,3432.77,25.36,11.29,Moderate
2021-05-14,Hyderabad,30.85,63.57,7.3,433.22,70.8,407.93,3125.05,26.39,7.41,Moderate
2021-05-15,Hyderabad,27.83,69.39,5.04,433.02,65.6,347.45,2879.33,24.14,9.77,Low
2021-05-16,Delhi,31.92,75.82,18.57,434.53,71.4,487.42,3298.23,21.28,11.37,Moderate
2021-05-17,Mumbai,28.19,63.71,12.25,443.03,62.3,369.57,2896.79,19.89,12.99,Low
2021-05-18,Hyderabad,30.9,76.7,7.46,436.93,74.4,439.4,3235.97,20.63,14.93,Moderate
2021-05-19,Mumbai,29.4,64.99,1.54,427.42,69.5,483.74,3419.23,27.05,8.56,Low
2021-05-20,Mumbai,28.64,78.01,4.19,428.68,60.6,406.73,3181.21,17.99,16.59,Low
2021-05-21,Hyderabad,29.56,67.01,20.76,431.56,72.3,351.07,3069.32,22.64,6.18,Low
2021-05-22,Chennai,31.77,76.21,1.82,439.28,86.9,462.62,3367.82,25.3,27.07,Moderate
2021-05-23,Delhi,32.59,69.4,5.84,438.47,65.6,491.01,2947.33,26.98,29.8,Moderate
2021-05-24,Hyderabad,32.49,64.79,1.8,437.82,94.9,506.3,2881.24,17.83,26.07,Moderate
2021-05-25,Hyderabad,29.14,62.75,5.87,447.19,94.8,423.59,2911.71,25.6,11.31,Moderate
2021-05-26,Bengaluru,29.75,71.34,3.55,437.7,87.8,469.82,3402.68,19.62,10.73,Moderate
2021-05-27,Chennai,31.46,64.82,16.04,431.38,86.8,428.16,3295.13,19.49,14.39,Moderate
2021-05-28,Mumbai,33.14,77.75,8.74,424.27,74.7,464.73,3333.8,17.16,30.53,Moderate
2021-05-29,Mumbai,26.74,75.38,6.1,431.89,83.4,426.19,3029.67,13.2,15.92,Low
2021-05-30,Chennai,26.29,68.31,2.77,451.18,82.2,433.61,2936.66,19.19,15.49,Low
